cds,ad,media_voto,numero_superamenti
[H4101D] MEDICINA E CHIRURGIA,[H4101D066] ARTERIOSCLEROSI,,25
[H4101D] MEDICINA E CHIRURGIA,[H4101D064] CORSI RESIDENZIALI II,,1
[H4101D] MEDICINA E CHIRURGIA,[H4101D057] PROMOZIONE DELLA SALUTE INFANTILE NEI PAESI IN VIA DI SVILUPPO,,33
[H4101D] MEDICINA E CHIRURGIA,[H4101D056] ONCOLOGIA DIGESTIVA,,57
[H4101D] MEDICINA E CHIRURGIA,[H4101D055] NARRAZIONE E APPROCCIO OLISTICO AL MALATO,,3
[H4101D] MEDICINA E CHIRURGIA,[H4101D051] INVECCHIAMENTO CEREBRALE FISIOLOGICO E PATOLOGICO,,9
[H4101D] MEDICINA E CHIRURGIA,[H4101D050] INIBITORI DI PROTEINO KINASI IN ONCOEMATOLOGIA,,3
[H4101D] MEDICINA E CHIRURGIA,[H4101D048] IL PAZIENTE DIFFICILE: ASPETTI RELAZIONALI NELLE PROFESSIONI SANITARIE,,21
[H4101D] MEDICINA E CHIRURGIA,[H4101D047] FONDAMENTI RAZIONALI E CRITICI DI MEDICINA COMPLEMENTARE,,11
[H4101D] MEDICINA E CHIRURGIA,[H4101D046] EVOLUZIONE STORICA DELLE NEUROSCIENZE,,11
[H4101D] MEDICINA E CHIRURGIA,[H4101D041] INTERNATO DI LAUREA,,113
[H4101D] MEDICINA E CHIRURGIA,[H4101D015] TIROCINIO PROFESSIONALIZZANTE AREA CHIRURGICA 1,,142
[H4101D] MEDICINA E CHIRURGIA,[H4101D011] SEMEIOTICA SU MANICHINI,,135
[H4101D] MEDICINA E CHIRURGIA,[H4101D005] INGLESE DI BASE A LIVELLO B2,,70
[H4101D] MEDICINA E CHIRURGIA,[H4101D003] INFORMATICA DI BASE,,117
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D027] CLINICA ODONTOSTOMATOLOGICA,30,14
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D025] PEDODONZIA,30,21
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D011] MATERIALI DENTARI,30,12
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D026] IMPLANTOLOGIA,29.80952380952381,21
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D021] ODONTOIATRIA PROTESICA,29.615384615384617,26
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D009] PSICHIATRIA,29.5,12
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D024] ODONTOIATRIA RESTAURATIVA ED ORTODONZIA,29.2,20
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D019] MEDICINA LEGALE E STORIA DELLA ODONTOIATRIA,29.076923076923077,26
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D022] PATOLOGIE OTORINOLARINGOIATRICHE E MAXILLO-FACCIALI,28.96153846153846,26
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D010] ODONTOIATRIA PREVENTIVA E PROPEDEUTICA,28.75,12
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D012] DISCIPLINE GENERALI ODONTOSTOMATOLOGICHE,28.652173913043477,23
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D014] FARMACOLOGIA ED ANESTESIOLOGIA,28.36,25
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D016] SCIENZE MEDICHE AFFINI,28.352941176470587,17
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D015] TECNOLOGIE PROTESICHE ED ECONOMIA AZIENDALE,28.333333333333332,24
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D020] CHIRURGIA ORALE,28.23076923076923,26
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D007] ISTITUZIONI DI ANATOMIA E ISTOLOGIA PATOLOGICA,28.181818181818183,11
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D023] PARADONTOLOGIA,28,16
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D008] RADIOLOGIA,27.166666666666668,12
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D005] SCIENZE UMANE GENERALI,27.09090909090909,11
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D006] FISIOLOGIA,26.25,12
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D013] MEDICINA PROPEDEUTICA,25.76,25
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D017] IGIENE E MEDICINA PREVENTIVA,25.625,24
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D004] BIOCHIMICA,24.941176470588236,17
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D001] SCIENZE PROPEDEUTICHE,24.695652173913043,23
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,"[H4601D002] ANATOMIA, ISTOLOGIA ED EMBRIOLOGIA GENERALI E DELL'APPARATO STOMATOGNATICO",24.6,15
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D066] BIOLOGIA E GENETICA,22.90909090909091,22
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D068] ANSIA E FOBIA DENTALE: MODELLI DI TRATTAMENTO,,29
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D067] RELAZIONE FRA OCCLUSIONE E POSTURA. ANALISI KINESIOLOGICA,,19
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D063] INTERNATO IN SALA OPERATORIA ODONTOIATRICA,,2
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D062] INTERNATO IN REPARTO DI GNATOLOGIA 1,,9
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D061] INTERNATO IN REPARTO DI PATOLOGIA ORALE,,2
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D060] INTERNATO IN REPARTO DI ENDODONZIA E CONSERVATIVA,,4
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D057] INTERNATO IN REPARTO DI CHIRURGIA ODONTOIATRICA,,4
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D055] INTERNATO IN REPARTO DI PROTESI 1,,5
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D054] APPARECCHIATURE AUSILIARIE IN ORTODONZIA,,10
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D052] POSTUROLOGIA GNATOLOGICA E SPORTIVA,,25
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D049] ELEMENTI BASE DI FOTOGRAFIA DIGITALE E PRESENTAZIONE POWER POINT,,23
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D048] LA DONAZIONE DI ORGANI: UN'OPPORTUNITA' PER LA VITA,,24
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D037] ANATOMIA FUNZIONALE APPARATO STOMATOGNATICO,,18
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D035] INTERNATO DI LAUREA,,12
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D034] INGLESE BIOMEDICO,,12
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D033] INFORMATICA DI BASE,,24
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D032] INGLESE DI BASE A LIVELLO B2,,19
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D031] TIROCINIO PROFESSIONALIZZANTE AREA ODONTOIATRICA 5,,12
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D030] TIROCINIO PROFESSIONALIZZANTE AREA ODONTOIATRICA 3,,26
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D029] TIROCINIO PROFESSIONALIZZANTE AREA ODONTOIATRICA 1,,12
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D028] TIROCINIO PROFESSIONALIZZANTE AREA ODONTOIATRICA 4,,21
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D018] TIROCINIO PROFESSIONALIZZANTE AREA ODONTOIATRICA 2,,24
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D904] TIROCINIO 3,28.26865671641791,201
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D011] ASSISTENZA INFERMIERISTICA IN MEDICINA SPECIALISTICA,27.42168674698795,83
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D903] TIROCINIO 2,26.94811320754717,212
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D902] TIROCINIO 1,26.588983050847457,236
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D018] SCIENZE UMANE E STORIA DELLA MEDICINA,25.748768472906406,203
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D012] ASSISTENZA INFERMIERISTICA IN CHIRURGIA SPECIALISTICA,25.45398773006135,163
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D016] MEDICINA CLINICA E DELLA DISABILITA',25.407035175879397,199
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D007] SCIENZE UMANE,25.26,250
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D006] METODOLOGIA CLINICA NELLE SCIENZE INFERMIERISTICHE,25.203389830508474,177
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D014] PSICHIATRIA E PSICOLOGIA CLINICA,25.148325358851675,209
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D901] FONDAMENTI DI SCIENZE INFERMIERISTICHE ED OSTETRICHE,24.897872340425533,235
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D017] ASSISTENZA INFERMIERISTICA IN AREA CRITICA,24.714285714285715,189
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D009] METODOLOGIA CLINICA INFERMIERISTICA 1,23.91866028708134,209
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D005] SCIENZE BIOMEDICHE 2,23.75330396475771,227
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D001] SCIENZE BIOMEDICHE 1,23.631782945736433,258
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D025] METODOLOGIA CLINICA INFERMIERISTICA 2,23.362385321100916,218
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),"[I0101D003] IGIENE, MEDICINA DEL LAVORO E STATISTICA MEDICA",22.96842105263158,285
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D015] ELEMENTI DI ORGANIZZAZIONE PROFESSIONALE,22.95336787564767,193
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D004] FISIOLOGIA UMANA,21.184615384615384,130
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[LING] LINGUA INGLESE,,193
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D131] INCONTRO CON LUOGHI DI ASSISTENZA E CURA NELLA STORIA DEL TERRITORIO LOMBARDO,,15
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D129] CONOSCERE LE BASI DI FISIOLOGIA E DI DIAGNOSI E CURA DEI VIZI DI POSTURA,,29
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D127] L'APPROCCIO SISTEMICO FAMILIARE AI PROBLEMI ALCOLCORRELATI,,14
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D126] IL RUOLO DELL'INFERMIERE NEL PERCORSO DALLA DONAZIONE AL TRAPIANTO D'ORGANO E TESSUTI: ASPETTI CLINICI ED ORGANIZZATIVI,,49
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D125] TRAPPOLE ED INSIDIE DEL PROCESSO DECISIONALE NELL'ESERCIZIO DELLA PROFESSIONE INFERMIERISTICA,,37
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D124] PROFESSIONE E CULTURA INFERMIERISTICA: INCONTRO CON ESPONENTI DI ASSOCIAZIONI PROFESSIONALI,,17
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D123] MASS CASUALTY MANAGEMENT: IL RUOLO DEGLI INFERMIERI NELLA GESTIONE DEGLI EVENTI MAGGIORI,,57
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D122] L'ASSISTENZA INFERMIERISTICA IN AMBITO PENITENZIARIO,,70
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D120] L?ASSISTENZA INFERMIERISTICA ALLE PERSONE PORTATRICI DI STOMIA,,38
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D119] L?ABUSO SESSUALE MINORILE ED IL RUOLO INFERMIERISTICO,,57
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D118] ALCOLISMO E PROBLEMI ALCOLCORRELATI,,108
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D117] SALUTE GLOBALE E EQUITA' IN SALUTE,,75
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D116] LE MEDICAZIONI AVANZATE NEL TRATTAMENTO DELLE ULCERE CUTANEE CRONICHE,,105
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D115] LE FERITE CHIRURGICHE E LE LESIONI DA PRESSIONE: LA PRATICA NEL WOUND CARE,,111
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D112] LA RESPONSABILITA' PROFESSIONALE DELL'INFERMIERE ATTRAVERSO L'ANALISI DI CASI ASSISTENZIALI,,77
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D111] LA NUTRIZIONE PARENTERALE ED ENTERALE: ASPETTI ORGANIZZATIVI ED OPERATIVI,,77
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D110] LA CURA DELLA RELAZIONE NELL?INFERMIERE,,98
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D109] IL PROCESSO DI DONAZIONE D'ORGANO: L'ASSISTENZA INFERMIERISTICA ALLA PERSONA POTENZIALE DONATORE D'ORGANO,,77
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D107] LETTURA E INTERPRETAZIONE DELL?E.C.G.,,126
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),"[I0101D106] LE PROCEDURE ENDOSCOPICHE DIGESTIVE, RESPIRATORIE, UROLOGICHE",,36
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D103] L?ASSISTENZA ALLA PERSONA AFFETTA DA MALATTIA DI ALZHEIMER,,129
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D102] IL SOCCORSO ALPINO,,62
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D101] APPROFONDIMENTI IN DERMATOLOGIA CLINICA,,66
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D024] SEMINARI METODOLOGICI 2,,210
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D023] SEMINARI METODOLOGICI 1,,227
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D022] LABORATORI PROFESSIONALIZZANTI 2,,226
[I0101D] INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE),[I0101D021] LABORATORI PROFESSIONALIZZANTI 1,,253
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D113] TIROCINIO 3,28.620689655172413,29
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D017] FISIOPATOLOGIA GENERALE E GINECOLOGIA,28.533333333333335,30
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D012] RICERCA OSTETRICO-GINECOLOGICA E NEONATALE,28.5,24
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D111] TIROCINIO 1,28.3125,32
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D905] EMERGENZE OSTETRICO-GINECOLOGICHE E NEONATALI,28.3,30
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D112] TIROCINIO 2,28.285714285714285,28
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D901] FONDAMENTI DI SCIENZE INFERMIERISTICHE ED OSTETRICHE,27.78787878787879,33
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D011] SALUTE DI GENERE,27.56,25
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D904] PATOLOGIA DELLA NASCITA,27.2,30
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D902] METODOLOGIA CLINICA NELLE SCIENZE OSTETRICO-GINECOLOGICHE E NEONATALI,27.125,32
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D903] ANATOMIA E FISIOLOGIA DELLA RIPRODUZIONE UMANA,26.928571428571427,28
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D010] NORMALITA' DELLA NASCITA,26.77777777777778,27
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D013] MEDICINA PERINATALE,26.6875,16
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D005] SCIENZE BIOMEDICHE 2,26.14814814814815,27
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D016] LEGISLAZIONE E ORGANIZZAZIONE SANITARIA,25.96875,32
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D001] SCIENZE BIOMEDICHE 1,25.75862068965517,29
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D007] SCIENZE UMANE,25.266666666666666,30
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D004] FISIOLOGIA UMANA,24.91304347826087,23
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),"[I0102D003] IGIENE, MEDICINA DEL LAVORO E STATISTICA MEDICA",24.7,30
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[LING] LINGUA INGLESE,,16
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D126] MIDWIFERY CASE LOAD STUDENT,,29
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D125] RIABILITAZIONE ORU-GINECOLOGICA,,1
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D123] COUNSELING MOTIVAZIONALE SUL TABAGISMO E STILI DI VITA,,6
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D122] EDUCAZIONE ALL'AFFETTIVITA' E SESSUALITA',,36
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D121] INTERNATO PER SCREENING GINECOLOGICI: ESAME COLPOCITOLOGICO,,2
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D120] INTERNATO PER IL MASSAGGIO INFANTILE,,11
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D119] INTERNATI DI ACCOMPAGNAMENTO ALLA NASCITA,,13
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),"[I0102D118] MALTRATTAMENTO ED ABUSO: ASPETTI MEDICO-LEGALI, VITTIMOLOGICI E CRIMINOLOGICI",,14
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D117] RISK MANAGEMENT IN OSTETRICIA,,22
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D024] SEMINARI METODOLOGICI 2,,31
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D023] LABORATORI PROFESSIONALIZZANTI 2,,28
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D022] SEMINARI METODOLOGICI 1,,28
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[I0102D021] LABORATORI PROFESSIONALIZZANTI 1,,34
[I0102D] OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O),[H4101D213] IL BAMBINO CON BISOGNI SPECIALI DI CURA: LA PEDIATRIA DELLA DISABILITA',,13
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D120] TIROCINIO III,28.807692307692307,52
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D107] TIROCINIO I,28.775862068965516,58
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D114] TIROCINIO II,28.37037037037037,54
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D105] FONDAMENTI FISIOPATOLOGICI,27.45762711864407,59
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D116] VALUTAZIONE TRATTAMENTO DEL SISTEMA DI MOVIMENTO,27.2,50
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D119] RESPONSABILITA? PROFESSIONALI FORMATIVE E GESTIONALI ED ORGANIZZAZIONE SANITARIA,26.096153846153847,52
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D102] TECNICHE ISPETTIVE E OSSERVAZIONALI,25.8135593220339,59
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D111] CLINICA DELL?APPARATO OSTEOARTICOLARE,25.48148148148148,54
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D118] TECNICHE SPECIALISTICHE,25.46153846153846,52
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D110] RADIAZIONI E RIABILITAZIONE,25.22222222222222,54
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D122] CLINICA CARDIO-POLMONARE,25.09259259259259,54
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D103] METODOLOGIA DELLA RIABILITAZIONE,24.894736842105264,57
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D100] BASI DEL MOVIMENTO,24.875,56
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D121] VALUTAZIONE DEL SISTEMA MOTORIO,24.58490566037736,53
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D109] TECNICHE NEURORIABILITATIVE,24,54
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D117] RIABILITAZIONE COGNITIVA,23.80392156862745,51
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D115] MEDICINA RIABILITATIVA,23.470588235294116,51
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D108] NEUROPSICHIATRIA NEUROFISIOLOGIA E SVILUPPO,21.537037037037038,54
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D101] CINESIOLOGIA,20.983050847457626,59
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[LING] LINGUA INGLESE,,32
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D113] SEMINARI TECNOLOGICI,,53
[I0201D] FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA),[I0201D106] SEMINARI TEORETICI,,56
