cds,ad,media_voto
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R036] CHIMICA E DIDATTICA DELLA BIOLOGIA,25.17801047120419
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R018] BIOLOGIA: FONDAMENTI E DIDATTICA CON LABORATORIO,25.142857142857142
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R023] DIDATTICA DELLA MATEMATICA CON LABORATORIO,24.632911392405063
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R012] ISTITUZIONI E DIDATTICA DELLA MATEMATICA CON LABORATORIO,24.503225806451614
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R004] LINGUISTICA ITALIANA,23.93010752688172
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R006] ISTITUZIONI DI MATEMATICHE,23.08664259927798
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R035] ATTIVITA' DI TIROCINIO DEL V ANNO,
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R034] ATTIVITA' DI TIROCINIO DEL IV ANNO,
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R033] ATTIVITA' DI TIROCINIO DEL III ANNO,
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R032] ATTIVITA' DI TIROCINIO DEL II ANNO,
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R031] LABORATORIO DI LINGUA INGLESE V,
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R026] PROVA IDONEITA' DI LINGUA INGLESE DI LIVELLO B2,
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R025] LABORATORIO DI LINGUA INGLESE IV,
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R022] LABORATORIO DI LINGUA INGLESE III,
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R020] LABORATORIO DI TECNOLOGIE DIDATTICHE,
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R015] LABORATORIO DI LINGUA INGLESE II,
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R008] LABORATORIO DI LINGUA INGLESE I,
[H4101D] MEDICINA E CHIRURGIA,[H4101D026] PSICHIATRIA E PSICOLOGIA CLINICA,29.39316239316239
[H4101D] MEDICINA E CHIRURGIA,[H4101D030] OSTETRICIA E GINECOLOGIA,29.376237623762375
[H4101D] MEDICINA E CHIRURGIA,[H4101D028] CLINICA ORTOPEDICA E TRAUMATOLOGICA,29.28828828828829
[H4101D] MEDICINA E CHIRURGIA,[H4101D037] PEDIATRIA,29.127450980392158
[H4101D] MEDICINA E CHIRURGIA,[H4101D025] MALATTIE DEL SISTEMA NERVOSO,28.847619047619048
[H4101D] MEDICINA E CHIRURGIA,[H4101D034] URGENZE ED EMERGENZE MEDICO CHIRURGICHE,28.844827586206897
[H4101D] MEDICINA E CHIRURGIA,[H4101D027] SPECIALITA' MEDICO CHIRURGICHE,28.61111111111111
[H4101D] MEDICINA E CHIRURGIA,[H4101D013] SEMEIOTICA E SISTEMATICA 1,28.576271186440678
[H4101D] MEDICINA E CHIRURGIA,[H4101D035] CLINICA MEDICA,28.54700854700855
[H4101D] MEDICINA E CHIRURGIA,[H4101D014] SEMEIOTICA E SISTEMATICA 2,28.487179487179485
[H4101D] MEDICINA E CHIRURGIA,[H4101D018] SEMEIOTICA E SISTEMATICA 3,28.442477876106196
[H4101D] MEDICINA E CHIRURGIA,[H4101D033] CLINICA CHIRURGICA,28.42016806722689
[H4101D] MEDICINA E CHIRURGIA,[H4101D029] CLINICA DERMATOLOGICA,28.346938775510203
[H4101D] MEDICINA E CHIRURGIA,[H4101D019] STATISTICA MEDICA,28.31782945736434
[H4101D] MEDICINA E CHIRURGIA,[H4101D020] DIAGNOSTICA PER IMMAGINI E RADIOTERAPIA,28.18421052631579
[H4101D] MEDICINA E CHIRURGIA,[H4101D031] MEDICINA LEGALE,28.150943396226417
[H4101D] MEDICINA E CHIRURGIA,[H4101D004] BIOLOGIA E GENETICA,27.965217391304346
[H4101D] MEDICINA E CHIRURGIA,[H4101D039] DIAGNOSTICA DI LABORATORIO,27.622222222222224
[H4101D] MEDICINA E CHIRURGIA,[H4101D006] CHIMICA BIOLOGICA E BIOLOGIA MOLECOLARE,27.544776119402986
[H4101D] MEDICINA E CHIRURGIA,[H4101D254] MEDICINA E SOCIETA',27.393939393939394
[H4101D] MEDICINA E CHIRURGIA,[H4101D002] ANATOMIA E ISTOLOGIA UMANA,27.353846153846153
[H4101D] MEDICINA E CHIRURGIA,[H4101D038] PATOLOGIA GENERALE E IMMUNOLOGIA,27.278195488721803
[H4101D] MEDICINA E CHIRURGIA,[H4101D040] FARMACOLOGIA,27.224137931034484
[H4101D] MEDICINA E CHIRURGIA,[H4101D022] ANATOMIA PATOLOGICA,27.15126050420168
[H4101D] MEDICINA E CHIRURGIA,[H4101D256] MICROBIOLOGIA MEDICA,26.827868852459016
[H4101D] MEDICINA E CHIRURGIA,[H4101D253] FISIOLOGIA UMANA,26.805309734513273
[H4101D] MEDICINA E CHIRURGIA,"[H4101D021] SANITA' PUBBLICA, IGIENE E MEDICINA DEL LAVORO",26.775510204081634
[H4101D] MEDICINA E CHIRURGIA,[H4101D252] SCIENZE PROPEDEUTICHE,26.209302325581394
[H4101D] MEDICINA E CHIRURGIA,[H4101D296] DIPENDENZE PATOLOGICHE DA SOSTANZE E NON,
[H4101D] MEDICINA E CHIRURGIA,[H4101D295] RICERCA PRECLINICA E CLINICA IN GINECOLOGIA ONCOLOGICA,
[H4101D] MEDICINA E CHIRURGIA,"[H4101D294] CERVELLO E MUSICA, LA NEUROMUSICOLOGIA",
[H4101D] MEDICINA E CHIRURGIA,[H4101D293] NEUROESTETICA: ARTE E CERVELLO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D291] IMMUNOLOGIA DEL FEGATO: MALATTIE AUTOIMMUNI DEL FEGATO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D290] GESTIONE CLINICO-TERAPEUTICA DEL DANNO RENALE ACUTO NEL PAZIENTE CRITICO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D286] INTERNATO IN LABORATORIO DI STORIA DELLA MEDICINA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D285] LA SCLEROSI LATERALE AMIOTROFICA: DALLA DIAGNOSI ALLA GESTIONE MULTIDISCIPLINARE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D284] TUBERCOLOSI: NUOVI SCENARI EPIDEMIOLOGICI E STRATEGIE TERAPEUTICHE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D283] STRUMENTI PER LA GESTIONE DEI DISTURBI DEL SONNO TRA GLI STUDENTI UNIVERSITARI,
[H4101D] MEDICINA E CHIRURGIA,[H4101D282] ORIGINI CRISTIANE DELLA CURA IN EUROPA,
[H4101D] MEDICINA E CHIRURGIA,"[H4101D281] LE EMERGENZE INFETTIVIVOLOGICHE: INQUADRAMENTO, GESTIONE CLINICA ED APPROCCIO TERAPEUTICO",
[H4101D] MEDICINA E CHIRURGIA,[H4101D280] LA PROFESSIONE MEDICA: DIRITTI DOVERI E PROSPETTIVE PER IL GIOVANE MEDICO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D279] IMAGING CARDIACO: FOCUS SULLA RISONANZA MAGNETICA CARDIACA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D277] DOPPIA DIAGNOSI: IMPLICAZIONI EPIDEMIOLOGICO-CLINICHE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D275] APPROCCIO TEORICO-PRATICO AL PAZIENTE IN SHOCK,
[H4101D] MEDICINA E CHIRURGIA,[H4101D274] APPROCCI TERAPEUTICI NELL'INFEZIONE DA HIVAIDS,
[H4101D] MEDICINA E CHIRURGIA,"[H4101D273] ALIMENTAZIONE E SALUTE, CIBO E CERVELLO",
[H4101D] MEDICINA E CHIRURGIA,[H4101D250] INTERNATO IN REPARTO DI MEDICINA D?EMERGENZA-URGENZA - H NIGUARDA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D249] PRESSIONE ARTERIOSA ED EMODINAMICA VASCOLARE: DALLA FISIOLOGIA ALLA PREVENZIONE CARDIOVASCOLARE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D248] APPROFONDIMENTI DI STATISTICA MEDICA PER LA RICERCA CLINICA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D247] PSICHIATRIA FORENSE IN ETA' EVOLUTIVA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D246] LA TERAPIA DELLE EPATITI VIRALI,
[H4101D] MEDICINA E CHIRURGIA,[H4101D245] APPROCCIO DIAGNOSTICO IN PATOLOGIA INTERVENTISTICA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D244] DIAGNOSTICA PATOLOGICA DEI LINFOMI,
[H4101D] MEDICINA E CHIRURGIA,[H4101D243] UN CERVELLO BIZZARRO: STORIA E NEUROLOGIA DEI TIC,
[H4101D] MEDICINA E CHIRURGIA,[H4101D242] INFORMATICA MEDICA E TELEMEDICINA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D241] LA DEPRESSIONE POST PARTUM: STRUMENTI PER RICONOSCERLA E GESTIRLA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D240] ESPERIENZE DI ANATOMIA RADIOLOGICA E FUNZIONALE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D238] EDUCAZIONE NON FORMALE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D237] INTERNATO IN DERMATOLOGIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D236] INTERNATO IN FISIOLOGIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D233] INTERNATO IN REPARTO DI ANESTESIA RIANIMAZIONE E TERAPIA INTENSIVA 2 H NIGUARDA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D232] INTERNATO IN REPARTO DI ANESTESIA RIANIMAZIONE E TERAPIA INTENSIVA 1 HSG,
[H4101D] MEDICINA E CHIRURGIA,[H4101D231] INTERNATO IN REPARTO DI CARDIOLOGIA H NIGUARDA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D229] SALUTE IN AFRICA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D226] TRAUMATOLOGIA DELLO SPORT,
[H4101D] MEDICINA E CHIRURGIA,[H4101D224] STORIA DEI FARMACI,
[H4101D] MEDICINA E CHIRURGIA,[H4101D222] RICONOSCIMENTO E GESTIONE DELLA PAURA DEGLI AGHI E DELLE INIEZIONI NELL'ADULTO E NEL BAMBINO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D219] NEUROPSICOLOGIA CLINICA E DEMENZE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D217] MEDICINA TRA MITO E LEGGENDA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D214] IMAGING CARDIOVASCOLARE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D213] IL BAMBINO CON BISOGNI SPECIALI DI CURA: LA PEDIATRIA DELLA DISABILITA',
[H4101D] MEDICINA E CHIRURGIA,[H4101D211] ECOGRAFIA IN ONCOLOGIA GINECOLOGICA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D210] DISFUNZIONI DEL PAVIMENTO PELVICO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D205] TIROCINIO PROFESSIONALIZZANTE AREA CHIRURGICA 2,
[H4101D] MEDICINA E CHIRURGIA,[H4101D204] TIROCINIO PROFESSIONALIZZANTE AREA MEDICA 2,
[H4101D] MEDICINA E CHIRURGIA,[H4101D203] TIROCINIO PROFESSIONALIZZANTE AREA MEDICA 1,
[H4101D] MEDICINA E CHIRURGIA,[H4101D202] INTERNATO IN REPARTO DI MALATTIE INFETTIVE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D198] INTERNATO IN REPARTO DI OCULISTICA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D197] INTERNATO IN GASTROENTEROLOGIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D196] INTERNATO IN REPARTO DI MEDICINA OCCUPAZIONALE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D190] INTERNATO IN REPARTO DI MEDICINA NUCLEARE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D189] INTERNATO IN REPARTO DI ANATOMIA PATOLOGICA H. SAN GERARDO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D186] INTERNATO IN REPARTO DI OTORINOLARINGOIATRIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D184] INTERNATO IN REPARTO DI ORTOPEDIA E TRAUMATOLOGIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D183] INTERNATO IN REPARTO DI NEUROCHIRURGIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D182] INTERNATO IN REPARTO DI OSTETRICIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D181] INTERNATO IN REPARTO DI PEDIATRIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D180] INTERNATO IN REPARTO DI PSICHIATRIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D179] INTERNATO IN REPARTO DI NEUROPSICHIATRIA INFANTILE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D178] INTERNATO IN REPARTO DI NEUROLOGIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D173] INTERNATO IN REPARTO DI MEDICINA INTERNA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D170] LA DEGENERAZIONE MACULARE SENILE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D169] I GLAUCOMI,
[H4101D] MEDICINA E CHIRURGIA,[H4101D167] NEUROTRAUMATOLOGIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D165] TUMORI CUTANEI,
[H4101D] MEDICINA E CHIRURGIA,[H4101D164] PRINCIPI DI TRATTAMENTO DELLE FERITE CUTANEE E DELLE USTIONI,
[H4101D] MEDICINA E CHIRURGIA,[H4101D161] ANESTESIA E RIANIMAZIONE PEDIATRICA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D159] NEUROBIOLOGIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D157] IL CANCRO DELLA MAMMELLA: APPROCCIO MULTIDISCIPLINARE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D156] IL CANCRO DEL POLMONE: APPROCCIO MULTIDISCIPLINARE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D155] IL CANCRO DEL COLON-RETTO: APPROCCIO MULTIDISCIPLINARE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D154] ANALGESIA E TERAPIA DEL DOLORE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D153] NEUROCHIRURGIA FUNZIONALE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D152] ONCOLOGIA CERVICO FACCIALE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D151] NEUROCHIRURGIA INFANTILE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D150] CLINICA ORL PEDIATRICA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D149] ANEURISMI AORTICI,
[H4101D] MEDICINA E CHIRURGIA,[H4101D145] NEOPLASIE DEL PANCREAS,
[H4101D] MEDICINA E CHIRURGIA,[H4101D144] LESIONI FOCALI EPATICHE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D143] MALATTIE INFIAMMATORIE INTESTINALI CRONICHE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D141] LA POSTUROLOGIA CLINICA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D139] ADOLESCENZA E ALIENAZIONE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D137] APPROFONDIMENTI IN SEMEIOTICA NEUROLOGICA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D136] VALUTAZIONE CLINICA E RIABILITAZIONE DEL RACHIDE LOMBARE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D131] MEDICINA DEI TRAPIANTI D?ORGANO SOLIDO: IL TRAPIANTO DI FEGATO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D130] LO STATO CONFUSIONALE ACUTO (DELIRIUM),
[H4101D] MEDICINA E CHIRURGIA,[H4101D128] FISIOPATOLOGIA DELLA VENTILAZIONE MECCANICA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D118] UNITA' RICERCA CLINICA IN EMATOLOGIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D117] INTERNATO PRESSO DIPARTIMENTO DIPENDENZE ASL MB,
[H4101D] MEDICINA E CHIRURGIA,[H4101D116] INTERNATO PRESSO AMBULATORI MEDICI DI MEDICINA GENERALE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D114] INTERNATO IN REPARTO DI RADIODIAGNOSTICA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D113] INTERNATO IN REPARTO DI ONCOLOGIA MEDICA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D112] INTERNATO IN REPARTO DI NEFROLOGIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D109] INTERNATO IN REPARTO DI IGIENE E MEDICINA PREVENTIVA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D108] INTERNATO IN REPARTO DI GINECOLOGIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D107] INTERNATO IN REPARTO DI EMATOLOGIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D105] INTERNATO IN REPARTO DI CHIRURGIA GENERALE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D104] INTERNATO IN REPARTO DI CHIRURGIA DELL'APPARATO DIGERENTE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D103] INTERNATO IN REPARTO DI CARDIOLOGIA H. SAN LUCA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D102] INTERNATO IN REPARTO DI ANATOMIA PATOLOGICA H. DESIO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D101] INTERNATO IN REPARTO DI CHIRURGIA VASCOLARE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D100] INTERNATO IN LABORATORIO DI FARMACOLOGIA,
[H4101D] MEDICINA E CHIRURGIA,"[H4101D099] INTERNATO IN LABORATORIO ""CENTRO FEGATO""",
[H4101D] MEDICINA E CHIRURGIA,[H4101D098] INTERNATO IN REPARTO DI MEDICINA DELLO SPORT,
[H4101D] MEDICINA E CHIRURGIA,[H4101D097] INTERNATO IN REPARTO DI BIOCHIMICA CLINICA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D096] ANTIBIOTICOTERAPIA: UN APPROCCIO SCIENTIFICO RAGIONATO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D093] STRUMENTI PER LA GESTIONE DI SITUAZIONI ANSIOGENE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D090] LE PNEUMOPATIE INFILTRATIVE DIFFUSE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D089] LA VENTILAZIONE POLMONARE NON INVASIVA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D088] LA SALUTE DEI MIGRANTI,
[H4101D] MEDICINA E CHIRURGIA,[H4101D087] LA RELAZIONE CON IL PAZIENTE ONCOLOGICO: ASPETTI PSICOLOGICI,
[H4101D] MEDICINA E CHIRURGIA,[H4101D083] INNOVAZIONI TECNOLOGICHE IN CHIRURGIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D079] DIAGNOSI E TERAPIA DELLE MALATTIE GLOMERULARI,
[H4101D] MEDICINA E CHIRURGIA,[H4101D078] CARDIOCHIRURGIA NELL'ADULTO: DIAGNOSI TECNICHE E RISULTATI,
[H4101D] MEDICINA E CHIRURGIA,[H4101D076] ASPETTI NUTRIZIONALI NELL'INSUFFICIENZA RENALE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D074] ARRESTO CARDIACO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D069] DISAGIO PSICHICO E SOCIETA',
[H4101D] MEDICINA E CHIRURGIA,[H4101D068] ATEROSCLEROSI CAROTIDEA E ICTUS,
[H4101D] MEDICINA E CHIRURGIA,[H4101D067] COSCIENZA E SOGNO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D066] ARTERIOSCLEROSI,
[H4101D] MEDICINA E CHIRURGIA,[H4101D064] CORSI RESIDENZIALI II,
[H4101D] MEDICINA E CHIRURGIA,[H4101D057] PROMOZIONE DELLA SALUTE INFANTILE NEI PAESI IN VIA DI SVILUPPO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D056] ONCOLOGIA DIGESTIVA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D055] NARRAZIONE E APPROCCIO OLISTICO AL MALATO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D051] INVECCHIAMENTO CEREBRALE FISIOLOGICO E PATOLOGICO,
[H4101D] MEDICINA E CHIRURGIA,[H4101D050] INIBITORI DI PROTEINO KINASI IN ONCOEMATOLOGIA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D048] IL PAZIENTE DIFFICILE: ASPETTI RELAZIONALI NELLE PROFESSIONI SANITARIE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D047] FONDAMENTI RAZIONALI E CRITICI DI MEDICINA COMPLEMENTARE,
[H4101D] MEDICINA E CHIRURGIA,[H4101D046] EVOLUZIONE STORICA DELLE NEUROSCIENZE,
[H4101D] MEDICINA E CHIRURGIA,"[H4101D044] RAPPRESENTARE IL CORPO UMANO: TRA ANATOMIA, ARTE E ANTROPOLOGIA",
[H4101D] MEDICINA E CHIRURGIA,[H4101D041] INTERNATO DI LAUREA,
[H4101D] MEDICINA E CHIRURGIA,[H4101D015] TIROCINIO PROFESSIONALIZZANTE AREA CHIRURGICA 1,
[H4101D] MEDICINA E CHIRURGIA,[H4101D011] SEMEIOTICA SU MANICHINI,
[H4101D] MEDICINA E CHIRURGIA,[H4101D005] INGLESE DI BASE A LIVELLO B2,
[H4101D] MEDICINA E CHIRURGIA,[H4101D003] INFORMATICA DI BASE,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D027] CLINICA ODONTOSTOMATOLOGICA,30
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D025] PEDODONZIA,30
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D011] MATERIALI DENTARI,30
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D026] IMPLANTOLOGIA,29.80952380952381
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D021] ODONTOIATRIA PROTESICA,29.615384615384617
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D009] PSICHIATRIA,29.5
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D024] ODONTOIATRIA RESTAURATIVA ED ORTODONZIA,29.2
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D019] MEDICINA LEGALE E STORIA DELLA ODONTOIATRIA,29.076923076923077
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D022] PATOLOGIE OTORINOLARINGOIATRICHE E MAXILLO-FACCIALI,28.96153846153846
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D010] ODONTOIATRIA PREVENTIVA E PROPEDEUTICA,28.75
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D012] DISCIPLINE GENERALI ODONTOSTOMATOLOGICHE,28.652173913043477
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D014] FARMACOLOGIA ED ANESTESIOLOGIA,28.36
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D016] SCIENZE MEDICHE AFFINI,28.352941176470587
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D015] TECNOLOGIE PROTESICHE ED ECONOMIA AZIENDALE,28.333333333333332
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D020] CHIRURGIA ORALE,28.23076923076923
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D007] ISTITUZIONI DI ANATOMIA E ISTOLOGIA PATOLOGICA,28.181818181818183
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D023] PARADONTOLOGIA,28
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D008] RADIOLOGIA,27.166666666666668
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D005] SCIENZE UMANE GENERALI,27.09090909090909
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D006] FISIOLOGIA,26.25
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D013] MEDICINA PROPEDEUTICA,25.76
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D017] IGIENE E MEDICINA PREVENTIVA,25.625
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D004] BIOCHIMICA,24.941176470588236
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D001] SCIENZE PROPEDEUTICHE,24.695652173913043
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,"[H4601D002] ANATOMIA, ISTOLOGIA ED EMBRIOLOGIA GENERALI E DELL'APPARATO STOMATOGNATICO",24.6
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D066] BIOLOGIA E GENETICA,22.90909090909091
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D068] ANSIA E FOBIA DENTALE: MODELLI DI TRATTAMENTO,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D067] RELAZIONE FRA OCCLUSIONE E POSTURA. ANALISI KINESIOLOGICA,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D063] INTERNATO IN SALA OPERATORIA ODONTOIATRICA,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D062] INTERNATO IN REPARTO DI GNATOLOGIA 1,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D061] INTERNATO IN REPARTO DI PATOLOGIA ORALE,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D060] INTERNATO IN REPARTO DI ENDODONZIA E CONSERVATIVA,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D059] INTERNATO IN REPARTO DI ORTODONZIA 2,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D058] INTERNATO IN REPARTO DI ORTODONZIA 1,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D057] INTERNATO IN REPARTO DI CHIRURGIA ODONTOIATRICA,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D056] INTERNATO IN REPARTO DI PARODONTOLOGIA,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D055] INTERNATO IN REPARTO DI PROTESI 1,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D054] APPARECCHIATURE AUSILIARIE IN ORTODONZIA,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D052] POSTUROLOGIA GNATOLOGICA E SPORTIVA,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D049] ELEMENTI BASE DI FOTOGRAFIA DIGITALE E PRESENTAZIONE POWER POINT,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D048] LA DONAZIONE DI ORGANI: UN'OPPORTUNITA' PER LA VITA,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D037] ANATOMIA FUNZIONALE APPARATO STOMATOGNATICO,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D035] INTERNATO DI LAUREA,
[H4601D] ODONTOIATRIA E PROTESI DENTARIA,[H4601D034] INGLESE BIOMEDICO,
